Rob6,Common name,Scientific name,Endemic,Red Data Status (BirdLife Int),RDL status (in SA),Region,Cliffs,Forest,Woodland,Grassland,Savanna,Thicket,Fynbos,Karoo,Semi-arid,Namib desert,Wetland,Lagoons,Open coast,Marine,Agricultural
275,Long-toed Stint,Calidris subminuta,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
278,Bairds Sandpiper,Calidris bairdii,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0
277,White-rumped Sandpiper,Calidris fuscicollis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
279,Pectoral Sandpiper,Calidris melanotos,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
273,Dunlin,Calidris alpina,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
272,Curlew Sandpiper,Calidris ferruginea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1
282,Buff-breasted Sandpiper,Tryngites subruficollis,3,5,LC,Southern Africa,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0
283,Broad-billed Sandpiper,Limicola falcinellus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
284,Ruff,Philomachus pugnax,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
293,Wilsons Phalarope,Steganopus tricolor,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,saltpans,0,0
292,Red-necked Phalarope,Phalaropus lobatus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,saltpans,1,0
291,Red Phalarope,Phalaropus fulicaria,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,1,0,saltpans,3,0
242,Greater Painted-snipe,Rostratula benghalensis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
240,African Jacana,Actophilornis africanus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2
241,Lesser Jacana,Microparra capensis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
912,Greater Sheathbill,Chionis albus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
298,Water Thick-knee,Burhinus vermiculatus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
297,Spotted Thick-knee,Burhinus capensis,3,5,LC,Southern Africa,0,0,1,2,3,0,0,2,2,0,0,0,1,0,2
243,Eurasian Oystercatcher,Haematopus ostralegus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
244,African Black Oystercatcher,Haematopus moquini,2,4,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
295,Black-winged Stilt,Himantopus himantopus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
294,Pied Avocet,Recurvirostra avosetta,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1
253,Pacific Golden Plover,Pluvialis fulva,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0
0,American Golden Plover,Pluvialis dominica,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0
254,Grey Plover,Pluvialis squatarola,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0
245,Common Ringed Plover,Charadrius hiaticula,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0
0,Little Ringed Plover,Charadrius dubius,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0
248,Kittlitzs Plover,Charadrius pecuarius,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,3,3,3,0,1
249,Three-banded Plover,Charadrius tricollaris,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1
247,Chestnut-banded Plover,Charadrius pallidus,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
908,Kentish Plover,Charadrius alexandrinus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0
246,White-fronted Plover,Charadrius marginatus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0
250,Lesser Sand Plover,Charadrius mongolus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
251,Greater Sand Plover,Charadrius leschenaultii,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
252,Caspian Plover,Charadrius asiaticus,3,5,LC,Southern Africa,0,0,0,3,1,0,0,0,0,1,1,0,0,0,1
261,Long-toed Lapwing,Vanellus crassirostris,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
258,Blacksmith Lapwing,Vanellus armatus,3,5,LC,Southern Africa,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2
920,Spur-winged Lapwing,Vanellus spinosus,3,5,LC,Southern Africa,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
259,White-crowned Lapwing,Vanellus albiceps,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
260,African Wattled Lapwing,Vanellus senegallus,3,5,LC,Southern Africa,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2
256,Senegal Lapwing,Vanellus lugubris,3,5,LC,Southern Africa,0,0,1,3,1,0,0,0,0,0,1,0,0,0,2
257,Black-winged Lapwing,Vanellus melanopterus,3,5,LC,Southern Africa,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1
255,Crowned Lapwing,Vanellus coronatus,3,5,LC,Southern Africa,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1
296,Crab Plover,Dromas ardeola,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
301,Double-banded Courser,Rhinoptilus africanus,3,5,LC,Southern Africa,0,0,0,3,2,0,0,2,0,1,0,0,0,0,1
303,Bronze-winged Courser,Rhinoptilus chalcopterus,3,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1
302,Three-banded Courser,Rhinoptilus cinctus,3,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
299,Burchells Courser,Cursorius rufus,2,5,LC,Southern Africa,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1
300,Temmincks Courser,Cursorius temminckii,3,5,LC,Southern Africa,0,0,3,2,3,0,0,1,0,0,0,0,0,0,1
304,Collared Pratincole,Glareola pratincola,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1
305,Black-winged Pratincole,Glareola nordmanni,3,5,NT,Southern Africa,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1
306,Rock Pratincole,Glareola nuchalis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
310,Subantarctic Skua,Catharacta antarctica,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
311,South Polar Skua,Catharacta maccormicki,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
309,Pomarine Jaeger,Stercorarius pomarinus,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0
307,Parasitic Jaeger,Stercorarius parasiticus,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0
308,Long-tailed Jaeger,Stercorarius longicaudus,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
343,African Skimmer,Rynchops flavirostris,3,4,EN,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
312,Kelp Gull,Larus dominicanus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0
313,Lesser Black-backed Gull,Larus fuscus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,Heuglins Gull,Larus heuglini,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
315,Grey-headed Gull,Larus cirrocephalus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1
316,Hartlaubs Gull,Larus hartlaubii,1,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2
319,Common Black-headed Gull,Larus ridibundus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
0,Slender-billed Gull,Larus genei,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
317,Franklins Gull,Larus pipixcan,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
318,Sabines Gull,Larus sabini,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
320,Black-legged Kittiwake,Rissa tridactyla,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
321,Gull-billed Tern,Sterna nilotica,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1
322,Caspian Tern,Sterna caspia,3,5,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0
323,Royal Tern,Sterna maxima,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0
325,Lesser Crested Tern,Sterna bengalensis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
324,Swift Tern,Sterna bergii,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
326,Sandwich Tern,Sterna sandvicensis,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
330,Roseate Tern,Sterna dougallii,3,5,EN,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0
331,Black-naped Tern,Sterna sumatrana,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
327,Common Tern,Sterna hirundo,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0
328,Arctic Tern,Sterna paradisaea,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
329,Antarctic Tern,Sterna vittata,3,4,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
335,Little Tern,Sterna albifrons,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
334,Damara Tern,Sterna balaenarum,3,4,NT,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
336,White-cheeked Tern,Sterna repressa,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
333,Bridled Tern,Sterna anaethetus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
332,Sooty Tern,Sterna fuscata,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
338,Whiskered Tern,Chlidonias hybrida,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2
339,White-winged Tern,Chlidonias leucopterus,3,5,LC,Southern Africa,0,0,0,2,0,0,0,0,0,0,3,2,0,0,2
337,Black Tern,Chlidonias niger,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0
340,Brown Noddy,Anous stolidus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
341,Lesser Noddy,Anous tenuirostris,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
170,Osprey,Pandion haliaetus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0
128,African Cuckoo Hawk,Aviceda cuculoides,3,5,LC,Southern Africa,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2
130,European Honey-Buzzard,Pernis apivorus,3,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3
129,Bat Hawk,Macheiramphus alcinus,3,5,NT,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1
127,Black-shouldered Kite,Elanus caeruleus,3,5,LC,Southern Africa,0,0,0,3,3,0,2,1,0,0,0,0,0,0,3
126,Black Kite,Milvus [migrans] migrans,3,5,LC,Southern Africa,0,0,2,0,2,0,1,1,0,0,0,0,0,0,3
148,African Fish-Eagle,Haliaeetus vocifer,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3
147,Palm-nut Vulture,Gypohierax angolensis,3,5,LC,Southern Africa,0,0,0,0,palm svanna,0,0,0,0,0,3,1,0,0,0
119,Bearded Vulture,Gypaetus barbatus,3,5,EN -S Afr,Southern Africa,3,0,0,3 alpine,0,0,0,0,0,0,0,0,0,0,0
120,Egyptian Vulture,Neophron percnopterus,3,5,EN -S Afr,Southern Africa,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0
121,Hooded Vulture,Necrosyrtes monachus,3,5,VU,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
123,White-backed Vulture,Gyps africanus,3,5,VU,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
0,Ruppells Vulture,Gyps rueppellii,3,5,LC,Southern Africa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Cape Vulture,Gyps coprotheres,2,3,VU,Southern Africa,3,0,1,2,2,0,0,0,0,0,0,0,0,0,0
124,Lappet-faced Vulture,Aegypius tracheliotus,3,3,VU,Southern Africa,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0
125,White-headed Vulture,Aegypius occipitalis,3,5,VU,Southern Africa,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
143,Black-chested Snake-Eagle,Circaetus pectoralis,3,5,LC,Southern Africa,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0
142,Brown Snake-Eagle,Circaetus cinereus,3,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
144,Southern Banded Snake-Eagle,Circaetus fasciolatus,3,4,VU,Southern Africa,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
145,Western Banded Snake-Eagle,Circaetus cinerascens,3,5,LC,Southern Africa,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
146,Bateleur,Terathopius ecaudatus,3,5,VU,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
164,Western Marsh-Harrier,Circus aeruginosus,3,5,LC,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
165,African Marsh-Harrier,Circus ranivorus,3,5,VU,Southern Africa,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
168,Black Harrier,Circus maurus,1,5,VU,Southern Africa,0,0,0,1,0,0,3,2,0,0,0,0,0,0,1
167,Pallid Harrier,Circus macrourus,3,4,NT,Southern Africa,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1
166,Montagus Harrier,Circus pygargus,3,5,LC,Southern Africa,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
169,African Harrier-Hawk,Polyboroides typus,3,5,LC,Southern Africa,1,1,2,0,2,0,0,1,1,0,1,0,0,0,1
154,Lizard Buzzard,Kaupifalco monogrammicus,3,5,LC,Southern Africa,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
163,Dark Chanting Goshawk,Melierax metabates,3,5,LC,Southern Africa,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
162,Southern Pale Chanting Goshawk,Melierax canorus,2,5,LC,Southern Africa,0,0,0,0,3,0,0,3,0,1,0,0,0,0,0
161,Gabar Goshawk,Melierax gabar,3,5,LC,Southern Africa,0,0,3,0,3,0,0,1,0,1,0,0,0,0,1
160,African Goshawk,Accipiter tachiro,3,5,LC,Southern Africa,0,3,2,0,0,0,0,0,0,0,0,0,0,0,2
159,Shikra,Accipiter badius,3,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,2
157,Little Sparrowhawk,Accipiter minullus,3,5,LC,Southern Africa,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2
156,Ovambo Sparrowhawk,Accipiter ovampensis,3,5,LC,Southern Africa,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
155,Rufous-chested Sparrowhawk,Accipiter rufiventris,3,5,LC,Southern Africa,0,3,1,0,0,0,1,1,0,0,0,0,0,0,2
158,Black Sparrowhawk,Accipiter melanoleucus,3,5,LC,Southern Africa,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2
149,Steppe Buzzard,Buteo vulpinus,3,5,LC,Southern Africa,0,1,1,1,3,0,1,0,0,0,0,0,0,0,3
150,Forest Buzzard,Buteo trizonatus,1,5,LC,Southern Africa,0,3,1,0,0,0,1,0,0,0,0,0,0,0,3
151,Long-legged Buzzard,Buteo rufinus,3,5,LC,Southern Africa,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
153,Augur Buzzard,Buteo augur,3,5,LC,Southern Africa,3,1,2,1,1,0,0,0,1,0,0,0,0,0,0
152,Jackal Buzzard,Buteo rufofuscus,1,5,LC,Southern Africa,3,0,0,2,2,1,2,2,0,0,0,0,0,0,0
133,Steppe Eagle,Aquila nipalensis,3,5,LC,Southern Africa,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0
132,Tawny Eagle,Aquila rapax,3,5,EN -Namibia,Southern Africa,0,0,1,1,3,0,0,1,0,1,0,0,0,0,0
134,Lesser Spotted Eagle,Aquila pomarina,3,5,LC,Southern Africa,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
131,Verreauxs Eagle,Aquila verreauxii,3,5,NT Namibia,Southern Africa,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0
137,African Hawk-Eagle,Aquila spilogaster,3,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,1,0,0,0,0,2
138,Ayress Hawk-Eagle,Aquila ayresii,3,5,NT,Southern Africa,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1
136,Booted Eagle,Aquila pennatus,3,5,LC,Southern Africa,3,0,1,0,1,0,0,3,0,1,0,0,0,0,1
135,Wahlbergs Eagle,Aquila wahlbergi,3,5,LC,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
140,Martial Eagle,Polemaetus bellicosus,3,5,VU,Southern Africa,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1
139,Long-crested Eagle,Lophaetus occipitalis,3,5,LC,Southern Africa,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2
141,African Crowned Eagle,Stephanoaetus coronatus,3,5,NT,Southern Africa,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1
118,Secretarybird,Sagittarius serpentarius,3,5,LC,Southern Africa,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1
186,Pygmy Falcon,Polihierax semitorquatus,3,5,LC,Southern Africa,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1
183,Lesser Kestrel,Falco naumanni,3,3,VU,Southern Africa,0,0,0,2,2,0,0,3,0,0,0,0,0,0,2
181,Rock Kestrel,Falco rupicolus,3,5,LC,Southern Africa,3,0,1,1,2,0,0,3,0,1,0,0,0,0,1
182,Greater Kestrel,Falco rupicoloides,3,5,LC,Southern Africa,0,0,0,2,3,0,0,2,0,1,0,0,0,0,1
184,Grey Kestrel,Falco ardosiaceus,3,5,LC,Southern Africa,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
185,Dickinsons Kestrel,Falco dickinsoni,3,5,LC,Southern Africa,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
178,Red-necked Falcon,Falco chicquera,3,5,LC,Southern Africa,0,0,1,0,3,0,0,0,0,2,1,0,0,0,0
179,Red-footed Falcon,Falco vespertinus,3,5,LC,Southern Africa,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1
180,Amur Falcon,Falco amurensis,3,5,LC,Southern Africa,0,0,0,3,3,0,0,2,0,0,0,0,0,0,1
177,Eleonoras Falcon,Falco eleonorae,3,5,LC,Southern Africa,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1
175,Sooty Falcon,Falco concolor,3,5,LC,Southern Africa,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0
173,Eurasian Hobby,Falco subbuteo,3,5,LC,Southern Africa,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1
